time,open,high,low,close,Volume
2024-12-01T03:00:00+03:00,3703.59,3726.98,3703.5,3726.96,4321.3809
2024-12-01T03:15:00+03:00,3726.96,3727.42,3715.2,3721.82,4237.3129
2024-12-01T03:30:00+03:00,3721.82,3724.2,3695.4,3695.88,6155.1304
2024-12-01T03:45:00+03:00,3695.87,3705,3687.72,3688.54,7491.5353
2024-12-01T04:00:00+03:00,3688.55,3694.49,3676,3681.21,6959.0888
2024-12-01T04:15:00+03:00,3681.2,3693.33,3675.03,3691.39,5092.2668
2024-12-01T04:30:00+03:00,3691.4,3708,3690.02,3704.67,3280.865
2024-12-01T04:45:00+03:00,3704.65,3732.34,3702.63,3709.59,13601.5063
2024-12-01T05:00:00+03:00,3709.59,3713.53,3694.06,3698.18,8140.3603
2024-12-01T05:15:00+03:00,3698.18,3701.89,3688.89,3691,4267.3036
2024-12-01T05:30:00+03:00,3691,3691.01,3667.02,3667.39,8918.2129
2024-12-01T05:45:00+03:00,3667.39,3675.81,3659.2,3664.01,6014.6217
2024-12-01T06:00:00+03:00,3664.02,3685.41,3663.5,3684.23,3507.6102
2024-12-01T06:15:00+03:00,3684.24,3686.59,3671,3675.84,2588.7893
2024-12-01T06:30:00+03:00,3675.85,3687.07,3675.16,3685.32,2458.6383
2024-12-01T06:45:00+03:00,3685.32,3712.55,3684.84,3707,5744.973
2024-12-01T07:00:00+03:00,3707,3707.63,3695.21,3697.68,3583.3066
2024-12-01T07:15:00+03:00,3697.68,3701.6,3688.67,3697.49,3065.8776
2024-12-01T07:30:00+03:00,3697.48,3699.41,3688.2,3693.93,2898.0145
2024-12-01T07:45:00+03:00,3693.92,3705.84,3693.01,3702.21,2194.3151
2024-12-01T08:00:00+03:00,3702.2,3702.21,3686.68,3687.16,3258.6736
2024-12-01T08:15:00+03:00,3687.15,3692.8,3686.62,3690.45,2829.8635
2024-12-01T08:30:00+03:00,3690.45,3694.47,3682.01,3692.81,2346.4331
2024-12-01T08:45:00+03:00,3692.82,3692.99,3683,3683.26,3015.7297
2024-12-01T09:00:00+03:00,3683.26,3698,3682,3696.5,1925.3692
2024-12-01T09:15:00+03:00,3696.5,3704.54,3691.8,3700.21,2110.0117
2024-12-01T09:30:00+03:00,3700.21,3705.67,3696.29,3699.6,2061.4381
2024-12-01T09:45:00+03:00,3699.59,3703.95,3697.6,3699.86,1579.0927
2024-12-01T10:00:00+03:00,3699.87,3700.61,3693.84,3693.85,1916.7505
2024-12-01T10:15:00+03:00,3693.85,3713,3693.7,3712.7,2105
2024-12-01T10:30:00+03:00,3712.71,3716.96,3704.6,3706.5,3287.3138
2024-12-01T10:45:00+03:00,3706.5,3710.89,3701.18,3702.31,2374.3301
2024-12-01T11:00:00+03:00,3702.32,3713.46,3698.71,3712.59,3278.9174
2024-12-01T11:15:00+03:00,3712.59,3717,3705.81,3710.36,4931.2553
2024-12-01T11:30:00+03:00,3710.37,3716.69,3705.02,3712,4681.5863
2024-12-01T11:45:00+03:00,3712,3713.65,3703,3707.62,3686.8201
2024-12-01T12:00:00+03:00,3707.61,3710.83,3698.05,3700.81,3878.6054
2024-12-01T12:15:00+03:00,3700.8,3704,3693.21,3694.9,2673.9553
2024-12-01T12:30:00+03:00,3694.9,3705.49,3690.78,3703.66,3046.2788
2024-12-01T12:45:00+03:00,3703.66,3703.82,3699.34,3700.7,1454.616
2024-12-01T13:00:00+03:00,3700.7,3701.05,3691.18,3692.02,2061.8264
2024-12-01T13:15:00+03:00,3692.02,3695.01,3686.8,3691,2568.3407
2024-12-01T13:30:00+03:00,3691,3691,3675.47,3684.01,5111.7986
2024-12-01T13:45:00+03:00,3684.02,3686.84,3679.83,3682.25,2455.5701
2024-12-01T14:00:00+03:00,3682.25,3689.5,3682.25,3684.2,4745.7302
2024-12-01T14:15:00+03:00,3684.2,3698.67,3677.59,3694.06,10800.4599
2024-12-01T14:30:00+03:00,3694.06,3697.65,3687.75,3692.58,2891.3377
2024-12-01T14:45:00+03:00,3692.57,3694.3,3685.7,3692.42,3191.1757
2024-12-01T15:00:00+03:00,3692.43,3695.2,3688,3689.97,2561.3242
2024-12-01T15:15:00+03:00,3689.98,3692.32,3683.6,3687.76,2529.0285
2024-12-01T15:30:00+03:00,3687.75,3690.55,3681.8,3690.55,2739.6796
2024-12-01T15:45:00+03:00,3690.55,3690.69,3680.27,3682.62,5248.7432
2024-12-01T16:00:00+03:00,3682.62,3697.45,3678.61,3696.83,4066.8464
2024-12-01T16:15:00+03:00,3696.82,3706.5,3695,3702.15,4160.107
2024-12-01T16:30:00+03:00,3702.16,3714.74,3697.88,3711.06,11143.5668
2024-12-01T16:45:00+03:00,3711.06,3711.06,3700.31,3701.21,2844.4154
2024-12-01T17:00:00+03:00,3701.2,3711.85,3693.43,3707.4,11810.3798
2024-12-01T17:15:00+03:00,3707.4,3713,3702.22,3703.6,6496.5338
2024-12-01T17:30:00+03:00,3703.6,3710.05,3696.05,3707.68,4646.1298
2024-12-01T17:45:00+03:00,3707.68,3711.03,3706,3706.01,3228.9277
2024-12-01T18:00:00+03:00,3706.01,3717,3701.2,3712.6,5700.3325
2024-12-01T18:15:00+03:00,3712.6,3726.47,3709.5,3725.89,5853.8875
2024-12-01T18:30:00+03:00,3725.89,3746.8,3721.26,3734.4,16286.1746
2024-12-01T18:45:00+03:00,3734.4,3745.83,3721.4,3728.59,10401.1739
2024-12-01T19:00:00+03:00,3728.59,3736.2,3723,3728.35,4851.1744
2024-12-01T19:15:00+03:00,3728.35,3736,3723.38,3734.78,3886.1241
2024-12-01T19:30:00+03:00,3734.77,3744.11,3731.2,3737.74,5819.2723
2024-12-01T19:45:00+03:00,3737.74,3740,3723.86,3725.43,4229.1136
2024-12-01T20:00:00+03:00,3725.43,3729.75,3710.77,3712.8,5679.5411
2024-12-01T20:15:00+03:00,3712.79,3716.69,3705.88,3710.4,3857.6585
2024-12-01T20:30:00+03:00,3710.39,3714.68,3707.65,3710.67,2625.7596
2024-12-01T20:45:00+03:00,3710.66,3723.51,3710.66,3723.5,5243.6121
2024-12-01T21:00:00+03:00,3723.5,3731.47,3719.2,3723.4,4918.151
2024-12-01T21:15:00+03:00,3723.39,3725.01,3715.67,3721.88,2767.8179
2024-12-01T21:30:00+03:00,3721.87,3726.78,3719.44,3720.24,2699.7022
2024-12-01T21:45:00+03:00,3720.23,3720.23,3708.21,3711.81,3815.4816
2024-12-01T22:00:00+03:00,3711.81,3718.2,3706.36,3710.67,3089.1557
2024-12-01T22:15:00+03:00,3710.67,3713.9,3701.96,3704.99,4429.4016
2024-12-01T22:30:00+03:00,3704.99,3708.6,3698,3699.83,3994.3524
2024-12-01T22:45:00+03:00,3699.84,3708.5,3693.02,3707.96,4316.1894
2024-12-01T23:00:00+03:00,3707.95,3710,3686,3692.39,6602.6137
2024-12-01T23:15:00+03:00,3692.39,3700.6,3679,3682.41,7020.2985
2024-12-01T23:30:00+03:00,3682.41,3691.42,3679.5,3685.93,3664.0467
2024-12-01T23:45:00+03:00,3685.92,3692,3683.24,3690.43,2742.2081
2024-12-02T00:00:00+03:00,3690.43,3700.42,3686.66,3696.61,3219.4861
2024-12-02T00:15:00+03:00,3696.6,3704.12,3695,3701.81,4030.6549
2024-12-02T00:30:00+03:00,3701.81,3701.81,3691.8,3700.96,2214.1579
2024-12-02T00:45:00+03:00,3700.95,3706.27,3697,3706.26,3974.0966
2024-12-02T01:00:00+03:00,3706.27,3733.01,3702,3718.05,8389.8716
2024-12-02T01:15:00+03:00,3718.06,3734.26,3709.83,3718.94,7451.7822
2024-12-02T01:30:00+03:00,3718.94,3729.23,3718.93,3725.02,3106.6904
2024-12-02T01:45:00+03:00,3725.02,3732,3720.06,3721.21,2596.27
2024-12-02T02:00:00+03:00,3721.2,3728.5,3716.1,3721.89,3454.5647
2024-12-02T02:15:00+03:00,3721.89,3723.5,3713.35,3720.24,3350.7154
2024-12-02T02:30:00+03:00,3720.24,3722.58,3712.28,3717.2,3457.2333
2024-12-02T02:45:00+03:00,3717.2,3717.2,3703,3707.61,3085.4256
2024-12-02T03:00:00+03:00,3707.61,3714.54,3702.5,3709.99,4438.2034
2024-12-02T03:15:00+03:00,3709.99,3715.4,3703.1,3709.03,5252.3888
2024-12-02T03:30:00+03:00,3709.02,3719.35,3707.2,3712,5037.107
2024-12-02T03:45:00+03:00,3712,3712,3692.84,3701.84,5349.981
2024-12-02T04:00:00+03:00,3701.84,3717,3697.6,3706.65,6079.7664
2024-12-02T04:15:00+03:00,3706.65,3737.14,3703.04,3734.99,9664.262
2024-12-02T04:30:00+03:00,3734.99,3739,3719.18,3724.88,8116.3143
2024-12-02T04:45:00+03:00,3724.87,3732.5,3718.41,3732.47,4426.1307
2024-12-02T05:00:00+03:00,3732.48,3739.08,3722,3722,4844.4666
2024-12-02T05:15:00+03:00,3722,3725.11,3703.61,3714.68,5945.5632
2024-12-02T05:30:00+03:00,3714.68,3718,3708.64,3711.51,3147.4132
2024-12-02T05:45:00+03:00,3711.51,3740.9,3708.8,3740.51,5454.4728
2024-12-02T06:00:00+03:00,3740.5,3760,3736.04,3741.31,18440.88
2024-12-02T06:15:00+03:00,3741.31,3750.5,3735.72,3741.18,5007.4314
2024-12-02T06:30:00+03:00,3741.17,3741.18,3708.27,3710.2,7254.7137
2024-12-02T06:45:00+03:00,3710.2,3720.08,3674.6,3685.01,16161.554
2024-12-02T07:00:00+03:00,3685,3695.99,3660.86,3663,19269.3858
2024-12-02T07:15:00+03:00,3663,3675,3650,3674.07,14924.1875
2024-12-02T07:30:00+03:00,3674.07,3691.44,3670.56,3688.7,6875.0252
2024-12-02T07:45:00+03:00,3688.71,3692.81,3680.28,3691.12,3814.3779
2024-12-02T08:00:00+03:00,3691.12,3703.6,3685.85,3700.01,4453.9623
2024-12-02T08:15:00+03:00,3700.01,3709.59,3697.68,3699.37,13884.0458
2024-12-02T08:30:00+03:00,3699.38,3700.18,3686.22,3688.8,10960.5046
2024-12-02T08:45:00+03:00,3688.79,3688.8,3672.4,3676.82,4871.4811
2024-12-02T09:00:00+03:00,3676.82,3676.82,3663,3669.5,7791.0721
2024-12-02T09:15:00+03:00,3669.49,3677.76,3655,3669.87,5232.4292
2024-12-02T09:30:00+03:00,3669.87,3681.4,3666.6,3677.8,4119.4794
2024-12-02T09:45:00+03:00,3677.8,3684,3676.03,3680.61,2979.2426
2024-12-02T10:00:00+03:00,3680.61,3686.29,3675.21,3675.9,3693.8773
2024-12-02T10:15:00+03:00,3675.91,3675.91,3651.88,3661.19,8461.5682
2024-12-02T10:30:00+03:00,3661.18,3669.63,3655.81,3665.49,5494.4968
2024-12-02T10:45:00+03:00,3665.49,3671.56,3664.61,3666.88,4950.3023
2024-12-02T11:00:00+03:00,3666.88,3672.47,3657.24,3661.62,7447.3222
2024-12-02T11:15:00+03:00,3661.63,3665.4,3607.4,3616.39,61640.4576
2024-12-02T11:30:00+03:00,3616.39,3630,3586.5,3602.79,21990.029
2024-12-02T11:45:00+03:00,3602.78,3616,3587.34,3602.51,17193.7425
2024-12-02T12:00:00+03:00,3602.5,3619.74,3594.28,3617.55,11288.6101
2024-12-02T12:15:00+03:00,3617.54,3621.79,3609,3615.01,9239.1555
2024-12-02T12:30:00+03:00,3615.02,3620.01,3605.21,3608.14,6233.5169
2024-12-02T12:45:00+03:00,3608.15,3622.16,3602.58,3621.2,6881.4164
2024-12-02T13:00:00+03:00,3621.21,3622.22,3599,3601.57,6451.2866
2024-12-02T13:15:00+03:00,3601.58,3603.77,3594.08,3596.1,9958.3295
2024-12-02T13:30:00+03:00,3596.1,3598.37,3573.01,3578.4,11905.4362
2024-12-02T13:45:00+03:00,3578.41,3589.6,3571.81,3578.41,8549.3477
2024-12-02T14:00:00+03:00,3578.27,3586.86,3569.58,3584.41,7285.8401
2024-12-02T14:15:00+03:00,3584.4,3597.96,3584.38,3595,5417.2883
2024-12-02T14:30:00+03:00,3595.01,3597,3589,3591.22,4206.9622
2024-12-02T14:45:00+03:00,3591.23,3593.78,3578.03,3588.99,7016.2202
2024-12-02T15:00:00+03:00,3588.99,3599.19,3582.6,3594.9,4092.5895
2024-12-02T15:15:00+03:00,3594.9,3609.76,3593.07,3609.4,5676.4121
2024-12-02T15:30:00+03:00,3609.41,3615.19,3602,3602.01,5879.8186
2024-12-02T15:45:00+03:00,3602.01,3603.1,3587.03,3595.64,5109.1994
2024-12-02T16:00:00+03:00,3595.64,3608.41,3590.71,3607.86,5218.7457
2024-12-02T16:15:00+03:00,3607.86,3616.53,3607.24,3614.5,5556.0807
2024-12-02T16:30:00+03:00,3614.5,3624.76,3609,3610.56,5481.9683
2024-12-02T16:45:00+03:00,3610.56,3629.4,3607.54,3626.34,5806.2494
2024-12-02T17:00:00+03:00,3626.34,3642,3620.27,3624.23,8818.0541
2024-12-02T17:15:00+03:00,3624.23,3632.8,3615.2,3628.5,5724.7344
2024-12-02T17:30:00+03:00,3628.5,3653.01,3628.27,3651.87,9675.658
2024-12-02T17:45:00+03:00,3651.87,3664.5,3635.3,3640.42,9761.7688
2024-12-02T18:00:00+03:00,3640.42,3655.55,3620.29,3651,9098.287
2024-12-02T18:15:00+03:00,3650.99,3680.37,3650.99,3666.59,10366.8901
